1, Coral Reefs, 29, Northern Salado, Rubber fig Salix caprea Adansonia digitata Quercus serrata Neem Tree Black locust, Mount Morgan, Hidden Lakes Circle C Dam Faucherie Lake Granite Lakes
481, Coniferous Forests, Temperate Deciduous Forests, 36, Ural, Eastern white pine Quercus suber Curry tree Tilia cordata Clove Quercus acutissima Sycamore maple, Maroon Peak, Baldwin Reservoir Golden Trout Lake, Lower Twin Lakes Ice House Reservoir Tickner Hole Lakes Mud Lake
482, Wetland Forests, 60, Guaviare, Clove Tilia cordata English oak European ash Neem Tree Neem Tree Quercus serrata Silver maple Southern magnolia Clove Quercus acutissima, Summit Peak, Hockett Lakes Shinn Pond Graveyard Lakes
483, Marine Ecosystems, 1, Kama, Blue spruce Quercus acutissima Nutmeg Eastern white pine Clove Black locust Coconut Star magnolia, Wind River Peak, Mountain Meadows Reservoir Rose Lake Beauty Lake Barrett Lakes 4 Upper Horton Lakes
484, Hot Deserts and Arid Shrublands, 44, Nen, Blue spruce Tree of heaven Silver maple Silver maple Eastern white pine, Mount Herard, Five Lakes Basin Pine Lake Washburn Lake Mosquito Lakes Salmon Lake
485, Estuaries and Enclosed Seas, 41, Snake, Curry tree Southern magnolia True cinnamon tree Quercus suber Tea plant Sycamore maple Banyan White oak English walnut Bay laurel, Castle Peak, Cottonwood Lake Boundary Lake Gable Lakes
486, Intertidal and Littoral Ecosystems, 59, Vychegda, English walnut Giant sequoia Salix caprea Neem Tree Sycamore maple Pecan Montezuma cypress Southern magnolia Ginkgo Neem Tree Giant sequoia Papaya, Mount Yale, Upper Sardine Lake Consultation Lake Kern Lake Glacier Lakes Rubicon Lake Seven Gables Lakes
487, Coral Reefs, 44, Chindwin, Tilia cordata Silver maple Indian gooseberry English oak American sycamore, Mount Hubbard, Sand Ridge Lake Burnside Lake Butte Lake
488, Tree Crop Ecosystems, 19, (Lancang Jiang), Eastern white pine Southern magnolia Pará rubber tree Blue spruce Nutmeg Northern Red Oak Northern Red Oak White oak Tea plant Camphor tree Quercus ilex, Rio Grande Pyramid, Amphitheater Lake Elizabeth Lake Coyote Hole
489, River and Stream Ecosystems, 51, Sepik, English oak Bristlecone pine True cinnamon tree Star magnolia Bay laurel Tea plant Pistachio Giant sequoia, Wind River Peak, Tom Jones Reservoir Sharp Note Lake South Haiwee Reservoir Granite Lake
490, Managed Grasslands, 21, Athabasca, Quercus acutissima English walnut Tree of heaven Bay laurel Brazil nut Indian gooseberry Neem Tree, Gannett Peak, Dream Lake Pioneer Basin Lakes Seville Lake Bonita Lake Twin Lake
491, Ecosystems of the Deep Ocean, 10, São Francisco, European ash Black locust True cinnamon tree English walnut Pistachio, Mount Lincoln, Little Mud Lake Sixty Lake Basin No. 8 Packer Lake Picnic Grove Reservoir Mud Lake Hospital Lake
492, Estuaries and Enclosed Seas, 4, Orange, Weeping willow English walnut True cinnamon tree Eastern black walnut Bay laurel Ginkgo, Mount Harvard, Homestead Flat Middle Turret Lakes Lost Lakes Tracy Lake Bootleg Reservoir Nelson Lakes
493, Mediterranean-Type Shrublands, 15, Colorado (Texas), Coast redwood Rubber fig Quercus suber Montezuma cypress Silver birch Rubber fig European beech White oak English walnut, Handies Peak, Pioneer Basin Lakes Hilton Creek Lakes Inconsolable Lake Surprise Lake Angora Lakes Dry Lakes
494, Greenhouse Ecosystems, 15, São Francisco, Black locust Pistachio Silver birch Tree of heaven Neem Tree Curry tree Magnolia kobus European beech Coconut Quercus serrata, Treasure Mountain, Cecile Lake Ake Reservoir Nicasio Reservoir Shepard
495, Ecosystems of the Continental Shelves, 58, (Yili), Black locust Clove Tasmanian blue gum Weeping willow Brazil nut Camphor tree Quercus acutissima Sycamore maple Pecan Star magnolia, Mount Sanford, Bard Lake Deer Lake Hilton Lake #10 Thousand Island Lake Chain Lakes Land Park Pond
496, Managed Terrestrial Ecosystems, 18, Ottawa, Adansonia digitata Bay laurel Tilia cordata European ash English walnut, Mount Wrangell, Falvey Lake Smith Lake San Antonio Reservoir
497, Natural Grasslands, 5, Madeira–Mamoré–Grande–Caine–Rocha, Weeping willow Indian gooseberry Neem Tree Camphor tree Coconut Eastern white pine Eastern white pine Tasmanian blue gum Northern Red Oak, Mount Oso, Imperial Reservoir Laurel Lakes Dorothy Lake Arrowhead Lake
498, Wetland Forests, 32, Columbia, Tea plant Pecan Quercus acutissima Pará rubber tree Pará rubber tree Eastern white pine Nutmeg, Hagues Peak, Schober Holes Magalia Reservoir Pioneer Basin Lakes
499, Temperate Deserts and Semi-Deserts, 26, Tennessee, Star magnolia Quercus suber Black locust True cinnamon tree European beech Southern magnolia Eastern white pine, Mount Morgan, Freshwater Lagoon Pleasant Valley Reservoir Purple Lake
500, Ecosystems of the Continental Shelves, 47, Churchill, Pará rubber tree Montezuma cypress Northern Red Oak Bay laurel Black locust Quercus acutissima Pecan, Hagues Peak, Inyo Crater Lakes Hedrick Pond Boulder Creek Lakes Natural Rock Tanks
501, Managed Aquatic Ecosystems, 50, Iriri, English walnut Eastern black walnut Breadfruit Rubber fig Indian gooseberry, Maroon Peak, Pioneer Basin Lakes Cascade Lakes, Lower Swamp Lakes Crooked Lakes
502, Managed Grasslands, 53, Essequibo, Breadfruit Sycamore maple Indian gooseberry Weeping willow White oak Curry tree Weeping willow Pistachio English oak American sycamore Pecan White oak Quercus serrata Star magnolia, University Peak, Lily Lake Lost Lakes Mud Lake
503, Tropical Rain Forest Ecosystems, 37, São Francisco, Quercus ilex Salix caprea Camphor tree Sycamore maple Brazil nut Tilia cordata Indian gooseberry, (Boundary Point 180)Middle Peak, Soda Lake Conway Lake Logan Lake Nydiver Lakes, Middle Five Lakes, Little
504, Temperate Deserts and Semi-Deserts, 58, Anadyr, Magnolia kobus Pecan Southern magnolia White oak Tilia cordata English oak Breadfruit Silver birch Southern magnolia, Mount Antero, Brown Pond Tule Lake Monument Lake
505, Bioindustrial Ecosystems, 18, Liao, English oak Camphor tree Ginkgo Silver maple Silver birch, Mount Elbert, Phoenix Lake Mattie Lake Hoover Lakes Coyote Lake Cypress Lake Cottonwood Lakes
506, Field Crop Ecosystems, 25, Ishim, Northern Red Oak Blue spruce Silver birch Ginkgo Star magnolia Giant sequoia Southern magnolia Ginkgo European beech Papaya Nutmeg Tree of heaven, Mauna Kea, Sulphur Creek Reservoir Otter Lake Vineyard Lake Deer Lake Miller Lake Cannon Tank
507, Aquatic Ecosystems, 45, Okavango, Coast redwood Breadfruit Cacao tree Quercus serrata Indian gooseberry Sycamore maple Curry tree, Castle Peak, Lindsey Lakes Topsy Turvy Lake Orvis
508, Coniferous Forests, Temperate Deciduous Forests, 47, Lerma - Rio Grande de Santiago, Ginkgo Tree of heaven Nutmeg Quercus suber Coast redwood Silver maple Eastern white pine True cinnamon tree Pecan European beech Quercus ilex, Mount Oso, Turquoise Lake Crooked Lakes Shotoverin Lake Pine Peak Reservoir
509, Greenhouse Ecosystems, 17, Ural, European beech Pistachio Indian gooseberry True cinnamon tree Quercus serrata Pistachio Giant sequoia Pecan Tilia cordata European ash Indian gooseberry True cinnamon tree Camphor tree Salix caprea, Treasure Mountain, Wonder Lakes Lost Lake Lakes Basin Crown Basin Lakes
510, Aquatic Ecosystems, 43, Syr Darya – Naryn, Southern magnolia Ginkgo Coast redwood Banyan White oak Blue spruce European ash Tasmanian blue gum Quercus acutissima Montezuma cypress European beech Southern magnolia, Kings Peak, Tule Pond Independence Lake North Stone Lake Lytton Lake Purple Lake Chilnualna Lakes
511, River and Stream Ecosystems, 55, Draa, Sycamore maple Magnolia kobus Rubber fig Papaya Pistachio Quercus ilex Giant sequoia Quercus serrata Southern magnolia Tea plant Brazil nut Ginkgo Pará rubber tree, Sultan Mountain, Who Who Lake Coon Lake Rock Lake Puppet Lake Paoha Lake
512, Intertidal and Littoral Ecosystems, 61, Daugava, Quercus suber Neem Tree Nutmeg Curry tree Bristlecone pine Black locust Silver maple Magnolia kobus Coast redwood Magnolia kobus Tilia cordata Indian gooseberry Silver maple Silver birch, Gannett Peak, Chain Of Lakes Pioneer Basin Lakes Marcella Lake Bullard Lake Humphreys Lakes Dry Lakes
513, Hot Deserts and Arid Shrublands, 3, Northern Salado, Sycamore maple Indian gooseberry Quercus acutissima Quercus serrata Tasmanian blue gum Quercus ilex Curry tree Weeping willow Sycamore maple Tilia cordata, Sultan Mountain, Morongo Lakes Baldwin Lake McInnis Park Pond
514, Managed Aquatic Ecosystems, 33, Jubba–Shebelle, Pecan Tree of heaven Southern magnolia Indian gooseberry Tasmanian blue gum Sycamore maple Cacao tree Indian gooseberry English walnut Nutmeg Quercus ilex Magnolia kobus Cacao tree, Hagues Peak, O'Neill Lake Peter Pande Lake Scorpion Lake Purdue Lake Indian Spring Reservoir Stevens Creek Reservoir
515, Mires: Swamp, Bog, Fen, and Moor, 56, Gambia, Blue spruce Star magnolia Rubber fig Giant sequoia Camphor tree Blue spruce Pecan True cinnamon tree Camphor tree Breadfruit, Francs Peak, Goethe Lake, Lower Robinson Lakes Dry Lake
516, Managed Terrestrial Ecosystems, 10, Gila, Curry tree Eastern white pine Eastern black walnut Coconut Salix caprea Black locust Coast redwood Northern Red Oak Black locust Southern magnolia Bristlecone pine, Mount Natazhat, Sheep Camp Lakes Leoma Lakes Beauty Lake Morris Reservoir Bear Wallows Willow Kids Pond
517, Greenhouse Ecosystems, 60, Syr Darya – Naryn, European beech Coast redwood Weeping willow English oak White oak Curry tree Rubber fig Eastern white pine Star magnolia Ginkgo Tea plant, San Luis Peak, Ritter Lakes Lake Elsman Pechstein Reservoir Quail Lake
518, Ecosystems of Disturbed Ground, 54, Danube–Breg, Quercus acutissima Indian gooseberry Quercus ilex Tasmanian blue gum English oak Pistachio Neem Tree Southern magnolia Bristlecone pine Eastern white pine Cacao tree, Mount Bear, Alcohol Jacks Reservoir El Estero Blossom Lakes Benson Lake Long Lake
519, River and Stream Ecosystems, 16, Pecos, Pecan Brazil nut Pará rubber tree Quercus acutissima Bay laurel Bristlecone pine, Mount Keith, South Fork Lake, Upper Sharp Note Lake Big Pine Lake #5 Wedge Lake
520, Tropical Savannas, 41, Northern Dvina – Sukhona, Tasmanian blue gum Magnolia kobus Nutmeg Coconut American sycamore, North Arapaho Peak, Five Lakes, Little Kern River No. 12 Granite Lake Heart Lake Crabtree No. 8
521, Intertidal and Littoral Ecosystems, 57, Uruguay, Coast redwood Adansonia digitata Weeping willow Pará rubber tree Pistachio Quercus serrata Star magnolia White oak Camphor tree, Summit Peak, Stocking Lake Crater Lake Deer Creek Burns
522, Coniferous Forests, Temperate Deciduous Forests, 12, Fraser, Ginkgo Salix caprea Quercus serrata Cacao tree Pará rubber tree English walnut Sycamore maple Tilia cordata European ash Neem Tree Banyan Coconut Star magnolia, Mount Dubois, Dry Valley Reservoir Harrington Lake Huckleberry Lake Grass Lake
523, Natural Grasslands, 33, Huai River, American sycamore Curry tree Pistachio Curry tree Northern Red Oak Quercus suber American sycamore Clove Pecan European beech Tree of heaven European ash, Mount Jackson, Lily Lake Twin Lakes 1 Kid Lakes
524, Tree Crop Ecosystems, 32, Lena, Curry tree Breadfruit Magnolia kobus Pistachio Giant sequoia Coconut European beech Giant sequoia Papaya Quercus suber Tree of heaven Curry tree True cinnamon tree Tasmanian blue gum, Mount Cook, North Reservoir Conness Lake, Lower 4-Q Lakes Long Lake East Fork Lake White Reservoir
525, Wet Coastal Ecosystems, 1, Upper Yenisei -- Little Yenisei (Kaa-Hem), Curry tree Eastern white pine Tasmanian blue gum Quercus ilex English walnut Bay laurel Papaya Star magnolia Pecan White oak, Mount Harvard, Jackass Lakes Geraldine Lakes Union Reservoir Valley View Reservoir Vail Lake Ritter Lakes
526, Tropical Savannas, 40, Aras, Bristlecone pine Magnolia kobus American sycamore Star magnolia Sycamore maple Giant sequoia Pecan Coast redwood American sycamore English walnut Adansonia digitata, (Boundary Point 180)Middle Peak, Goethe Lake, Lower Upper Otay Reservoir Green Island Lake Bloody Lake Portal Lake
527, Managed Terrestrial Ecosystems, 49, Ural, Star magnolia Magnolia kobus Coconut Silver maple Star magnolia, Mount of the Holy Cross, Star Lakes Burkhardt Lake Upper Horton Lakes Lower Blue Lake
528, Intertidal and Littoral Ecosystems, 5, Amazon – Ucayali – Apurímac, Neem Tree Montezuma cypress Breadfruit Quercus acutissima Blue spruce Blue spruce Nutmeg, Mount Hayes, Dunderberg Lake Brown Lake Lake Margery Nelson Lakes Buffalo Springs Reservoirs Treasure Lakes
529, Ecosystems of the Deep Ocean, 53, Red (Asia), Papaya Bay laurel Banyan Sycamore maple Northern Red Oak, Mount Natazhat, Kelly Cabin Can. Secret Lake Lorraine Lake
530, Tree Crop Ecosystems, 23, Yukon, Tilia cordata Silver maple Weeping willow Curry tree Breadfruit Brazil nut Pará rubber tree European ash Bay laurel Rubber fig American sycamore Curry tree Breadfruit Southern magnolia, Mount Wrangell, Jackass Lakes Tyee Lakes Rattlesnake Lake Hart Park Lake Olson
531, Tropical Savannas, 3, Don, Silver maple English oak Giant sequoia Silver birch Quercus acutissima Tasmanian blue gum Rubber fig Star magnolia Blue spruce European beech, Mount Whitney, Gable Lakes Snag Lake Townsley Lake Del Monte Lake Calaveras Reservoir Bear Lake
532, Managed Aquatic Ecosystems, 2, Cimarron, Curry tree Ginkgo Eastern white pine Star magnolia European beech Tree of heaven Breadfruit, Antora Peak, Coyote Lakes Sulphur Creek Reservoir Soda Lake
533, Field Crop Ecosystems, 44, Bermejo, Quercus ilex Quercus acutissima Quercus serrata Southern magnolia Quercus ilex, Mount Humphreys, Fernandez Lakes Treasure Lakes Red Mountain Lake
534, Ecosystems of the Deep Ocean, 44, Negro, Tilia cordata Tilia cordata European beech Banyan Tree of heaven European beech Sycamore maple Rubber fig English walnut, Mount Tom, Beyers Lakes Talus Lake Wonder Lakes Antelope Creek Lakes
535, Managed Aquatic Ecosystems, 55, Kwango, Silver birch Quercus serrata Clove Quercus acutissima Tasmanian blue gum Montezuma cypress Silver maple Nutmeg Southern magnolia Curry tree, Mount Sanford, Catfish Reservoir Hilton Creek Lakes Second Dinkey Lake Brushy Lake Mud Lake North Lake
536, River and Stream Ecosystems, 23, (Nu Jiang), Rubber fig Montezuma cypress Tilia cordata English walnut Quercus ilex Blue spruce Salix caprea Coconut Tea plant Banyan Quercus acutissima Sycamore maple, Rio Grande Pyramid, Ford Dry Lake Willow Hill Reservoir La Salle Lake Cinko Lake
537, Wet Coastal Ecosystems, 45, Chindwin, Black locust Tea plant Pará rubber tree True cinnamon tree Cacao tree Bay laurel Indian gooseberry Brazil nut American sycamore Bristlecone pine, Mount Hayes, Five Lakes Basin Boundary Lake Crag Lake Lake Moran Wilson Meadow Lake Little Lakes
538, Intertidal and Littoral Ecosystems, 31, Ishim, Silver maple Bay laurel Quercus ilex Silver birch Ginkgo Tea plant Blue spruce American sycamore Quercus ilex Coast redwood White oak, Mount Foraker, Iron Lake Long High Lake Havasu Lake Cooney Lake Juanita Lake
539, Greenhouse Ecosystems, 42, Yamuna, Tasmanian blue gum Camphor tree Breadfruit Salix caprea Cacao tree White oak, Longs Peak, Dixie Crossing Man Eaten Lake Smith Lake Edith Lake Middle Turret Lakes
540, Tropical Savannas, 42, Cumberland, Quercus serrata Indian gooseberry Quercus acutissima Nutmeg Giant sequoia English walnut Banyan Breadfruit Tree of heaven True cinnamon tree Cacao tree, Tressider Peak, Benson Lake Graveyard Lakes Aspen Lake
541, Coral Reefs, 56, Seversky Donets, True cinnamon tree Banyan Quercus serrata Tree of heaven Bay laurel Southern magnolia Neem Tree Giant sequoia Neem Tree, White Mountain Peak, Mosquito Lake Stumpy Meadows Lake Broodfish Waters Humphreys Lakes West Lakes Baum Lake
542, Managed Aquatic Ecosystems, 51, Negro, White oak Weeping willow Tea plant Camphor tree Pará rubber tree Quercus ilex Eastern white pine Adansonia digitata Bristlecone pine Black locust Curry tree Papaya Indian gooseberry, Denali, Lake Engle Chinquapin Lakes Lower Honeymoon Lake Dana Lake #2
543, Ecosystems of the Deep Ocean, 46, Shire, Giant sequoia English walnut American sycamore Silver maple Eastern black walnut Pará rubber tree Ginkgo Curry tree, Sunshine Peak, Horseshoe Lakes Watson Lake Emerson Lake Chain Of Lakes Blanc Lake Lake Thomas A. Edison
544, Tropical Savannas, 1, Colorado (Texas), Salix caprea Neem Tree Star magnolia Brazil nut Sycamore maple Eastern white pine Eastern black walnut, Gannett Peak, Mud Lake Wet Weather Pond Horseshoe Lake Little Lake Shot Lake, Little
545, Tree Crop Ecosystems, 24, Godavari, Coast redwood Rubber fig Blue spruce Black locust Pistachio Eastern black walnut Ginkgo Coconut Coconut European beech Eastern black walnut Magnolia kobus Giant sequoia Pará rubber tree, Gannett Peak, Culbertson Lake Clear Lake Bridgeport Reservoir Red Rock Lakes Chili Bar Reservoir Dream Lake
546, Aquatic Ecosystems, 26, Draa, Adansonia digitata Coconut Northern Red Oak Black locust Quercus suber Montezuma cypress, Antora Peak, Little Grass Valley Reservoir Ems Pond Crooked Lakes Swan Lake
547, Wetland Forests, 12, Saint Lawrence – Niagara – Detroit – Saint Clair – Saint Marys – Saint Louis, Cacao tree White oak Breadfruit Salix caprea True cinnamon tree Black locust Tasmanian blue gum Quercus suber Montezuma cypress, Kings Peak, Lower Mill Lake Tom Sawyer Lake Cowboy Lake Hidden Lakes Juniper Hole
548, Managed Aquatic Ecosystems, 33, Jubba–Shebelle, Weeping willow Nutmeg Giant sequoia Tree of heaven Coast redwood Ginkgo, Mount Pinchot, Big Lake Lost Lakes Dutch Flat Cirque Lake
549, Temperate Deserts and Semi-Deserts, 16, Lena, Banyan English walnut Neem Tree Eastern white pine White oak Brazil nut Tilia cordata Bay laurel Clove, Culebra Peak, Fishgut Lakes Horseshoe Lake Sweasey Lake Big Pine Lakes Brewer Lake
550, Wetland Forests, 59, Colorado (western U.S.), Tea plant English oak Black locust Banyan Bristlecone pine Pecan Bristlecone pine, Mount Sanford, Moraine Lake Tickner Hole Lakes Lake Chabot
551, Bioindustrial Ecosystems, 29, Magdalena, Magnolia kobus Eastern black walnut Eastern white pine Montezuma cypress Blue spruce, Bald Mountain, Maul Lake Kaiser Peak Meadows Bear Lake Cleghorn Lakes Humphreys Lakes Corbett Lake
552, Ecosystems of the Deep Ocean, 15, Narmada, English walnut Ginkgo Quercus suber Clove Coast redwood English oak Brazil nut Northern Red Oak Coconut Bay laurel, Denali, Lost Lakes Blackie Lake Deadfull Lakes
553, Estuaries and Enclosed Seas, 26, Tarim, Coast redwood English oak Tilia cordata Southern magnolia Ginkgo, Mount Antero, Lost Keys Lakes Paradise Lake Crystal Lake Contury Reservoir Secret Lake Blossom Lakes
554, Coniferous Forests, Temperate Deciduous Forests, 8, Indus, American sycamore Breadfruit Rubber fig Coconut Quercus serrata Quercus acutissima Silver birch European ash Star magnolia English oak Eastern white pine Giant sequoia, Henry Mountain, River Spring Lakes Crumbaugh Lake Painted Turtle Lake Lake Merritt
555, Marine Ecosystems, 34, Orange, Pistachio Tree of heaven Coast redwood True cinnamon tree Pecan European beech English walnut Tasmanian blue gum Northern Red Oak Northern Red Oak Tea plant, Mount Alverstone, Lost Lake Spring Valley Lake Owens Reservoir Catfish Lake Bear Twin Lakes
556, Lakes and Reservoirs, 31, Mtkvari (Kura), English walnut Quercus acutissima Coconut Silver maple Cacao tree American sycamore Northern Red Oak Eastern white pine Silver maple, Maroon Peak, Long Reservoir Frog Lake Julia Lake Big Five Lakes Duck Lake
557, Mediterranean-Type Shrublands, 47, Belaya, True cinnamon tree Quercus ilex Curry tree Eastern white pine White oak Quercus suber Northern Red Oak Cacao tree, Hagues Peak, Lost Lake Little Oso Flaco Lake Summit Meadow Crystal Lake
558, Estuaries and Enclosed Seas, 4, Brahmaputra–Tsangpo, Quercus acutissima Eastern white pine Curry tree Indian gooseberry Ginkgo Magnolia kobus White oak Neem Tree Tea plant Rubber fig Weeping willow, Mount Fairweather, Lost Lake Upper Hopkins Lakes Chain Lakes Divide Lake Black Lake
559, Mediterranean-Type Shrublands, 31, Daugava, European beech Brazil nut Curry tree Tea plant Adansonia digitata Adansonia digitata Tea plant Indian gooseberry Coconut Black locust Cacao tree Silver birch Giant sequoia, Mount Blackburn, Summit Lake Harriet Lake Pioneer Basin Lakes Bass Lake
560, Polar and Alpine Tundra, 38, Cauca, Indian gooseberry Pará rubber tree Star magnolia White oak Curry tree Tilia cordata Weeping willow Tea plant Northern Red Oak Breadfruit, Mount Humphreys, Hazelton Reservoir Middle Turret Lakes Cora Lakes Idaho Lake Little Oak Flat
561, Mires: Swamp, Bog, Fen, and Moor, 53, Upper Mississippi, Coast redwood Blue spruce Nutmeg Breadfruit Brazil nut English oak Montezuma cypress Bristlecone pine Quercus serrata Tree of heaven Pistachio Salix caprea Magnolia kobus White oak, Cloud Peak, Soapstone Pond Long Lake Kennedy Lake Chubb Lake Mildred Lakes Clear Lake
562, Managed Terrestrial Ecosystems, 2, Zeya, Tilia cordata White oak Bay laurel American sycamore Indian gooseberry, Mount Dubois, Fourth Recess Lake Landers Lake 4-Q Lakes Nelson Lakes Twin Lakes
563, Temperate Deserts and Semi-Deserts, 60, Yalong, Giant sequoia Quercus serrata Neem Tree Banyan Papaya Blue spruce, Maroon Peak, Claire Lake, Little Page Lake Blue Jay Lakes Mather Lake Tobacco Lake
564, Field Crop Ecosystems, 48, Tocantins–Araguaia, Pistachio Quercus serrata American sycamore Black locust Tasmanian blue gum Banyan Silver maple Banyan English walnut Rubber fig Rubber fig True cinnamon tree, West Buffalo Peak, Dardanelles Lake Hume Lake Bass Lake
565, Field Crop Ecosystems, 31, Gambia, Ginkgo Cacao tree Coast redwood American sycamore Rubber fig Northern Red Oak Banyan Silver maple Northern Red Oak White oak Eastern white pine Banyan, Summit Peak, Smith Lake Wahoo Lakes Lakes Basin
566, Coniferous Forests, Temperate Deciduous Forests, 7, Khoper, Star magnolia White oak American sycamore Pistachio Southern magnolia, Jacque Peak, Cave Lake Darrah Creek Pond Kern River No. 27 Little Oso Flaco Lake Cathedral Lakes Round Lake
567, Mediterranean-Type Shrublands, 11, Warburton–Georgina, True cinnamon tree Pará rubber tree Sycamore maple Northern Red Oak Star magnolia Coast redwood Pistachio Montezuma cypress Montezuma cypress Neem Tree Magnolia kobus Banyan Weeping willow, Mount Bear, Crown Basin Lakes Budge Dam Wahoo Lakes Jewel Lake
568, Hot Deserts and Arid Shrublands, 7, Olenyok, English walnut Southern magnolia Star magnolia Cacao tree Magnolia kobus Tree of heaven Breadfruit Rubber fig Nutmeg Silver birch Sycamore maple Silver maple, Mount Pinchot, Little Mud Lake Star Lake Echo Lake Rae Lakes
569, Intertidal and Littoral Ecosystems, 53, Syr Darya – Naryn, Camphor tree Pistachio Star magnolia Banyan Star magnolia, Uncompahgre Peak, Union Hill Pond Four Lakes Bald Mountain Reservoir Cook No. 2
570, Tree Crop Ecosystems, 28, Tobol, Quercus serrata Northern Red Oak True cinnamon tree Ginkgo Tilia cordata Eastern white pine Clove Bay laurel, Mount Hayes, Duck Lake Harper Lake East Park Reservoir Kiefer Reservoir French Lake, Big Schoolmarm Lake
571, Wet Coastal Ecosystems, 31, Colorado (Texas), Brazil nut Pará rubber tree Ginkgo Eastern white pine Clove Cacao tree Tilia cordata, (Fairweather Mountain)Mount Evans, Mirror Lake Tom Sawyer Lake Crater Lake Natural Rock Tanks Corrine Lake
572, Coniferous Forests, Temperate Deciduous Forests, 35, Vaal, Brazil nut Bristlecone pine Southern magnolia Silver birch Rubber fig Weeping willow Eastern black walnut Black locust Nutmeg Salix caprea Bristlecone pine Bay laurel Curry tree Tree of heaven, West Spanish Peak, Smoke Creek Reservoir Banner Reservoir Fuller Lake Sawmill Pond Givens Lake
573, Mediterranean-Type Shrublands, 39, Tobol, Indian gooseberry True cinnamon tree Curry tree Breadfruit Tasmanian blue gum, Mount Saint Elias, College Lake (dry) Stow Lake Cameron Park Lake Tickner Hole Lakes Big Bird Lake Koenig Lake
574, Managed Grasslands, 1, Iriri, Brazil nut Pecan Tasmanian blue gum Giant sequoia Montezuma cypress Rubber fig, Mount of the Holy Cross, Whitney Reservoir Blue Lake, Lower Golden Lake Searles Lake Marsh Creek Reservoir
575, River and Stream Ecosystems, 29, Helmand, Tree of heaven Bristlecone pine Curry tree White oak European beech, Tressider Peak, Wheeler Lake Alvord Cornaz Lake Lake Natoma Siphon Reservoir
576, Coniferous Forests, Temperate Deciduous Forests, 44, Tigris, Indian gooseberry Nutmeg Camphor tree Brazil nut Quercus ilex Tree of heaven, Mount Antero, Lagoon Lake Lake of the Lone Indian New Bullards Bar Reservoir Eastman Lake
577, Tropical Savannas, 43, Tapajós, Star magnolia Rubber fig Bay laurel Northern Red Oak American sycamore Quercus acutissima Ginkgo Montezuma cypress Coast redwood Southern magnolia Magnolia kobus Quercus acutissima, Mount Fairweather, Shamrock Lake McGriff Lakes Fishgut Lakes Catfish Reservoir
578, Tree Crop Ecosystems, 61, (Heilong Jiang), Clove Tea plant Montezuma cypress English oak Silver maple Cacao tree Eastern black walnut Pará rubber tree Northern Red Oak Montezuma cypress Eastern white pine American sycamore Star magnolia Ginkgo, Mount Yale, Lost Lakes Center Basin No. 1 Wallace Lake Tooth Lake
579, Managed Aquatic Ecosystems, 49, Pecos, Southern magnolia Montezuma cypress Silver birch Breadfruit Pecan Ginkgo Tilia cordata Quercus ilex, Mount Morgan, Flat Note Lake Deep Waterhole Trail Lake Patterson Lake Carricut Lake
580, Marine Ecosystems, 6, Xingu, Tasmanian blue gum Banyan Southern magnolia Curry tree Southern magnolia Blue spruce, Mount Dubois, Margaret Lakes Petite Lake, Upper Monteria Lake Searsville Lake
581, Mediterranean-Type Shrublands, 50, (Rio Yapurá), Coconut Black locust Cacao tree American sycamore Pará rubber tree Silver birch, Wheeler Peak, Leavitt Lake Morena Reservoir Shealor Lakes West Park Lakes
582, Field Crop Ecosystems, 10, Essequibo, English walnut Silver birch Adansonia digitata Adansonia digitata Northern Red Oak Eastern white pine Neem Tree Quercus ilex European ash, Mount Herard, Mud Lake Sierra Vista Wilson Reservoir Rock Creek Lake
583, Greenhouse Ecosystems, 11, Ural, Banyan Brazil nut Weeping willow European beech Giant sequoia Black locust Quercus serrata Rubber fig Tasmanian blue gum Breadfruit American sycamore Black locust White oak, Denali, Turf Lakes Laurel Lakes Pease Flat Five Lakes Basin
584, Coniferous Forests, Temperate Deciduous Forests, 13, Blue Nile, American sycamore Eastern black walnut Star magnolia Magnolia kobus Northern Red Oak American sycamore Quercus ilex Weeping willow Rubber fig Brazil nut Giant sequoia Southern magnolia Eastern white pine, Treasure Mountain, Graveyard Lakes Robert L Matheson Granite Lake Lake Washington Scott Bar Pond Wire Lakes
585, Coniferous Forests, Temperate Deciduous Forests, 47, Lomami, Southern magnolia Neem Tree Blue spruce European beech Banyan Tasmanian blue gum Pará rubber tree Ginkgo Northern Red Oak Blue spruce Northern Red Oak Rubber fig, La Plata Peak, Nydiver Lakes North Divide Lake Quarry Lakes
586, Ecosystems of the Deep Ocean, 40, Colorado (western U.S.), Adansonia digitata Silver birch Coast redwood Banyan Papaya Camphor tree Nutmeg Black locust Brazil nut Adansonia digitata Silver birch Papaya, Treasure Mountain, Pioneer Lake #4B San Joaquin Reservoir Santa Ynez Canyon Bishop Lake
587, Natural Grasslands, 18, Khoper, English walnut Camphor tree Blue spruce Giant sequoia Eastern white pine Camphor tree Clove Pistachio Nutmeg Brazil nut Eastern white pine, Mount Yale, Toejam Lake Toad Lake Lake Merced Frata Lake
588, Natural Grasslands, 13, Ganges–Hooghly–Padma, Brazil nut Brazil nut Pará rubber tree English oak Bay laurel Clove Pará rubber tree Pecan, Mount Natazhat, Square Lake Wise Forebay Big Marshy Lake Ashley Lake
